steam_appid,name,name_slug,header_image,reviews_total,reviews_score_fancy,unfiltered_reviews_total,unfiltered_reviews_steam_purchase,metacritic_score,hidden_gem_score,steam_release_date,current_price_usd,base_price_usd,is_free,is_f2p,coming_soon,peak_ccu,followers,early_access,current_topsellers_rank,opencritic_score,playtracker_insight_rank,reviews_7day,reviews_30day,reviews_90day,launch_price,developer_ids,publisher_ids,developer,publisher
1345870,Franchise Hockey Manager 7,franchise_hockey_manager_7,https://cdn.cloudflare.steamstatic.com/steam/apps/1345870/header.jpg?t=1633690466,228,71.5423,241,228,-1,0.702645,2020-12-16,1999.0,1999.0,0,0,0,246,745,0,-1,,29364.0,27,57,91,3999.0,"39566,53233",2466,"Out of the Park Developments, Minos Games",Out of the Park Developments
520530,INTERSHELTER,intershelter,https://cdn.cloudflare.steamstatic.com/steam/apps/520530/header.jpg?t=1592340402,225,58.0441,1084,225,-1,0.429368,2016-11-20,,,0,0,0,1327,2138,1,-1,,5285.0,-1,-1,18,1299.0,9797,9797,Eforb,Eforb
1225580,Fe,fe,https://cdn.cloudflare.steamstatic.com/steam/apps/1225580/header.jpg?t=1614953768,223,79.7402,553,223,-1,0.825586,2020-06-04,1999.0,1999.0,0,0,0,43,3265,0,-1,72.75,7939.0,10,19,23,1999.0,11123,668,Zoink,Electronic Arts
1255970,Kicks Online,kicks_online,https://cdn.cloudflare.steamstatic.com/steam/apps/1255970/header.jpg?t=1637347241,218,71.3523,218,-1,-1,0.699539,2020-03-26,0.0,0.0,1,0,0,72,344,0,-1,,,-1,-1,-1,0.0,31020,31020,Kicks Online,Kicks Online
462940,Making History: The Second World War,making_history_the_second_world_war,https://cdn.cloudflare.steamstatic.com/steam/apps/462940/header.jpg?t=1639063836,204,72.3134,221,204,-1,0.71511,2018-04-27,2999.0,2999.0,0,0,0,68,4830,-1,3511,,28161.0,-1,-1,14,2999.0,6163,6163,Factus Games,Factus Games
709240,Ingnomia,ingnomia,https://cdn.cloudflare.steamstatic.com/steam/apps/709240/header.jpg?t=1623593489,201,69.6446,201,-1,-1,0.670983,2018-08-23,0.0,0.0,1,0,0,27,5427,1,-1,,34033.0,-1,-1,-1,0.0,34490,34490,Roest,Roest
536990,Redie,redie,https://cdn.cloudflare.steamstatic.com/steam/apps/536990/header.jpg?t=1573644261,194,73.7839,194,114,79,0.738297,2016-12-01,0.0,0.0,1,1,0,17,1257,0,-1,-1.0,13243.0,13,14,18,0.0,28297,28297,Rückert Broductions,Rückert Broductions
268670,The Memory of Eldurim,the_memory_of_eldurim,https://cdn.cloudflare.steamstatic.com/steam/apps/268670/header.jpg?t=1463427421,191,38.5598,245,191,-1,-1.0,2014-02-07,99.0,99.0,0,0,0,15,5329,1,16683,,12781.0,-1,11,15,1999.0,8995,8995,Liminal Games,Liminal Games
527990,Gladiator Trainer,gladiator_trainer,https://cdn.cloudflare.steamstatic.com/steam/apps/527990/header.jpg?t=1574484220,189,67.8528,225,189,-1,0.639651,2016-11-25,113.0,199.0,0,0,0,1305,989,-1,15291,,4052.0,-1,-1,20,199.0,5333,3581,Pilgrim Adventures,Senpai Studios
248530,Depth Hunter 2: Deep Dive,depth_hunter_2_deep_dive,https://cdn.cloudflare.steamstatic.com/steam/apps/248530/header.jpg?t=1478065127,177,70.3037,955,177,-1,0.682147,2014-08-20,674.0,1499.0,0,0,0,233,2432,0,9988,,2051.0,-1,-1,-1,1499.0,15020,15020,Biart Company LLC,Biart Company LLC
433600,A Legend of Luca,a_legend_of_luca,https://cdn.cloudflare.steamstatic.com/steam/apps/433600/header.jpg?t=1561690183,177,71.1962,204,177,-1,0.696978,2016-04-05,999.0,999.0,0,0,0,16,2820,0,-1,,20519.0,-1,17,41,1999.0,51923,6060,Legend Studio,Legend Studio
1104290,Dragonlord Chronicles MMO,dragonlord_chronicles_mmo,https://cdn.cloudflare.steamstatic.com/steam/apps/1104290/header.jpg?t=1600483526,176,56.7285,176,-1,-1,0.39269,2020-09-18,0.0,0.0,1,0,0,96,816,-1,4568,,,-1,-1,-1,0.0,2900,2900,Hong Kong Magic GOD,Hong Kong Magic GOD
366000,Rogue System,rogue_system,https://cdn.cloudflare.steamstatic.com/steam/apps/366000/header.jpg?t=1548264314,173,59.798,224,173,-1,0.473869,2016-05-16,1699.0,1699.0,0,0,0,25,4990,1,-1,,22141.0,-1,20,26,2999.0,18863,11725,"Digits Crossed Interactive, LLC",Image Space Incorporated
408030,UniBall,uniball,https://cdn.cloudflare.steamstatic.com/steam/apps/408030/header.jpg?t=1490416152,169,80.4985,169,51,-1,0.836044,2017-02-24,0.0,0.0,1,0,0,93,605,0,-1,,11163.0,49,49,49,0.0,5976,5976,StormBrewers,StormBrewers
914430,Pro Office Calculator,pro_office_calculator,https://cdn.cloudflare.steamstatic.com/steam/apps/914430/header.jpg?t=1544526948,166,83.6079,166,-1,-1,0.877629,2018-09-05,0.0,0.0,1,0,0,11,72,0,-1,,33891.0,-1,-1,-1,0.0,30888,30888,Rob Jinman,Rob Jinman
921070,Spellwake,spellwake,https://cdn.cloudflare.steamstatic.com/steam/apps/921070/header.jpg?t=1619107556,164,77.283,164,-1,-1,0.790744,2018-09-01,0.0,0.0,1,0,0,46,306,0,-1,,,-1,-1,-1,0.0,33793,33793,Norrman Brothers,Norrman Brothers
699040,Millidor,millidor,https://cdn.cloudflare.steamstatic.com/steam/apps/699040/header.jpg?t=1525943734,154,59.1274,154,-1,-1,0.457365,2018-03-16,0.0,0.0,1,0,0,76,1251,1,-1,,15578.0,-1,-1,-1,0.0,3975,3975,Smart Online Games,Smart Online Games
356910,Battle Fantasia -Revised Edition-,battle_fantasia_revised_edition,https://cdn.cloudflare.steamstatic.com/steam/apps/356910/header.jpg?t=1634698819,144,63.4801,166,144,-1,0.555824,2015-07-07,1499.0,1499.0,0,0,0,50,3013,0,-1,,10320.0,12,14,19,1499.0,"1409,6910",1409,"Arc System Works, DotEmu",Arc System Works
1341450,Yolo Space Hacker,yolo_space_hacker,https://cdn.cloudflare.steamstatic.com/steam/apps/1341450/header.jpg?t=1638902939,141,84.3548,145,141,-1,0.887327,2020-12-24,2499.0,2499.0,0,0,0,27,1046,0,4798,,,-1,-1,-1,2499.0,37118,37118,BKNLab,BKNLab
286360,Shadows on the Vatican Act I: Greed,shadows_on_the_vatican_act_i_greed,https://cdn.cloudflare.steamstatic.com/steam/apps/286360/header.jpg?t=1646748326,139,65.3146,693,139,-1,0.592437,2014-06-09,699.0,699.0,0,0,0,978,-1,0,-1,,1486.0,-1,-1,-1,699.0,"3854,3855","3854,3856","Daring Touch, 10th Art Studio","Daring Touch, Adventure Productions"
880380,Franchise Hockey Manager 5,franchise_hockey_manager_5,https://cdn.cloudflare.steamstatic.com/steam/apps/880380/header.jpg?t=1633690534,139,54.1767,155,139,-1,0.30939,2018-10-05,1999.0,1999.0,0,0,0,207,500,-2,-1,-1.0,24809.0,15,21,37,3999.0,"2466,53233",2466,"Out of the Park Developments, Minos Games",Out of the Park Developments
595420,Franchise Hockey Manager 4,franchise_hockey_manager_4,https://cdn.cloudflare.steamstatic.com/steam/apps/595420/header.jpg?t=1633690569,127,57.5581,146,127,-1,0.416195,2017-10-06,1999.0,1999.0,0,0,0,183,914,0,-1,-1.0,22285.0,21,34,55,3999.0,"2466,53233",2466,"Out of the Park Developments, Minos Games",Out of the Park Developments
656510,Epic Car Factory,epic_car_factory,https://cdn.cloudflare.steamstatic.com/steam/apps/656510/header.jpg?t=1573229119,122,59.407,186,122,-1,0.464318,2018-04-09,999.0,999.0,0,0,0,37,1651,-2,10653,-1.0,11429.0,-1,10,14,1499.0,13424,26922,Epic Devs LLC,Assemble Entertainment
563750,World Boxing Manager,world_boxing_manager,https://cdn.cloudflare.steamstatic.com/steam/apps/563750/header.jpg?t=1512842777,121,56.6343,123,121,-1,0.389931,2016-12-09,499.0,499.0,0,0,0,21,-1,0,12204,,28734.0,-1,10,23,499.0,9464,9464,Aggroblakh,Aggroblakh
830640,DayZ Tools,dayz_tools,https://cdn.cloudflare.steamstatic.com/steam/apps/830640/header.jpg?t=1543430665,117,77.685,138,117,-1,0.796548,2018-11-07,0.0,0.0,0,0,0,116,-1,0,-1,,,-1,12,13,4999.0,10283,2068,Bohemia Interactive,Bohemia Interactive
1739000,Franchise Hockey Manager 8,franchise_hockey_manager_8,https://cdn.cloudflare.steamstatic.com/steam/apps/1739000/header.jpg?t=1639018556,101,77.1577,111,101,-1,0.788926,2021-10-26,3999.0,3999.0,0,0,0,199,514,-2,1385,,32683.0,23,32,58,3999.0,"39566,53233",2466,"Out of the Park Developments, Minos Games",Out of the Park Developments
347000,InnerSpace,innerspace,https://cdn.cloudflare.steamstatic.com/steam/apps/347000/header.jpg?t=1574289702,97,58.8737,242,97,65,0.450964,2018-01-16,1999.0,1999.0,0,0,0,42,5463,0,-1,65.5758,7156.0,13,17,19,1999.0,43371,11071,PolyKnight Games,Aspyr
1033410,Fragsurf,fragsurf,https://cdn.cloudflare.steamstatic.com/steam/apps/1033410/header.jpg?t=1625066487,89,75.4262,127,89,-1,0.763362,2020-06-07,899.0,899.0,0,0,0,23,654,1,-1,,,-1,18,31,999.0,30791,30791,Crayz,Crayz
368720,Sirius,sirius,https://cdn.cloudflare.steamstatic.com/steam/apps/368720/header.jpg?t=1541590279,83,51.3311,201,83,-1,0.174659,2015-06-01,499.0,499.0,0,0,0,684,2815,1,-1,,4703.0,-1,-1,-1,999.0,12041,12041,Digital Dawn Studios,Digital Dawn Studios
92600,Xotic,xotic,https://cdn.cloudflare.steamstatic.com/steam/apps/92600/header.jpg?t=1447354691,73,70.3956,177,73,67,0.683688,2011-09-16,999.0,999.0,0,0,0,7,-1,0,-1,,3088.0,-1,-1,-1,999.0,24411,24411,"WXP Games, LLC","WXP Games, LLC"
378630,Shadows on the Vatican Act II: Wrath,shadows_on_the_vatican_act_ii_wrath,https://cdn.cloudflare.steamstatic.com/steam/apps/378630/header.jpg?t=1646748248,72,68.1289,97,72,-1,0.644579,2015-10-26,699.0,699.0,0,0,0,12,2375,0,-1,,11324.0,-1,-1,-1,699.0,"3854,3855","3854,3856","Daring Touch, 10th Art Studio","Daring Touch, Adventure Productions"
568580,GunFleet,gunfleet,https://cdn.cloudflare.steamstatic.com/steam/apps/568580/header.jpg?t=1499271950,72,47.9857,206,72,-1,-1.0,2017-02-06,0.0,0.0,0,0,0,144,6910,1,-1,,14020.0,21,32,32,0.0,26939,26939,Areo Gaming,Areo Gaming
329770,4089: Ghost Within,4089_ghost_within,https://cdn.cloudflare.steamstatic.com/steam/apps/329770/header.jpg?t=1447364383,71,56.6283,102,71,-1,0.389754,2015-01-09,599.0,599.0,0,0,0,123,1323,0,-1,,9461.0,11,17,21,799.0,14346,14346,Phr00t's Software,Phr00t's Software
1195830,副作用之瞳-Tlicolity Eyes-,tlicolity_eyes,https://cdn.cloudflare.steamstatic.com/steam/apps/1195830/header.jpg?t=1626794366,71,67.8454,71,13,-1,0.639519,2021-06-29,0.0,0.0,1,0,0,64,2837,0,8238,,19543.0,-1,-1,-1,0.0,"1357,27517,38214",27518,"Idea Factory, Frontier Works, JoyMoe Interactive Entertainment Limited",JoyMoe Interactive Entertainment Limited
331580,ULTRAWORLD EXODUS,ultraworld_exodus,https://cdn.cloudflare.steamstatic.com/steam/apps/331580/header.jpg?t=1522693061,70,65.4896,70,11,-1,0.595814,2014-12-04,0.0,0.0,1,1,0,18,439,0,-1,,11600.0,-1,-1,-1,1499.0,9890,9890,Neon Serpent LLC,Neon Serpent LLC
444410,Find Out,find_out,https://cdn.cloudflare.steamstatic.com/steam/apps/444410/header.jpg?t=1547062022,69,57.8442,105,69,-1,0.423998,2016-02-16,99.0,99.0,0,0,0,1557,227,0,16839,,7343.0,-1,-1,-1,399.0,22497,2452,Vorobiov Vadym,Bitlock Studio
449460,Commands & Colors: The Great War,commands_colors_the_great_war,https://cdn.cloudflare.steamstatic.com/steam/apps/449460/header.jpg?t=1485651848,68,58.4759,85,68,-1,0.440742,2017-01-19,1999.0,1999.0,0,0,0,26,1088,0,15904,-1.0,14332.0,11,24,26,1999.0,4139,4139,HexWar Games,HexWar Games
465660,Franchise Hockey Manager 3,franchise_hockey_manager_3,https://cdn.cloudflare.steamstatic.com/steam/apps/465660/header.jpg?t=1633690610,68,53.1785,96,68,64,0.269898,2016-10-31,1999.0,1999.0,0,0,0,149,740,0,-1,69.2857,24588.0,11,16,29,3999.0,"2466,53233",2466,"Out of the Park Developments, Minos Games",Out of the Park Developments
667810,Next Up Hero,next_up_hero,https://cdn.cloudflare.steamstatic.com/steam/apps/667810/header.jpg?t=1574269995,67,55.9041,176,67,-1,0.367846,2018-06-28,1999.0,1999.0,0,0,0,77,2179,-1,-1,66.0,7733.0,-1,-1,-1,1999.0,16743,11071,Digital Continue,Aspyr
596620,Gas Guzzlers: Combat Carnage,gas_guzzlers_combat_carnage,https://cdn.cloudflare.steamstatic.com/steam/apps/596620/header.jpg?t=1489127314,66,77.1958,74,66,58,0.78948,2017-03-09,499.0,499.0,0,0,0,14,733,0,11792,,20527.0,-1,-1,-1,499.0,20881,14237,Gamepires,Gamepires
959150,Making History: The First World War,making_history_the_first_world_war,https://cdn.cloudflare.steamstatic.com/steam/apps/959150/header.jpg?t=1639063847,65,68.1929,70,65,-1,0.645715,2021-03-05,1674.0,2499.0,0,0,0,22,1343,-1,6969,,32147.0,-1,11,15,1999.0,6163,6163,Factus Games,Factus Games
1620750,Links E6,links_e6,https://cdn.cloudflare.steamstatic.com/steam/apps/1620750/header.jpg?t=1624892424,63,53.967,63,1,-1,0.301522,2021-06-28,0.0,0.0,1,0,0,15,250,-2,8808,,,-1,-1,-1,,47784,47789,"TruGolf, Inc.","TruGolf, Inc. "
1331910,Morkredd,morkredd,https://cdn.cloudflare.steamstatic.com/steam/apps/1331910/header.jpg?t=1635352918,62,55.5535,281,62,-1,0.356757,2020-12-10,1999.0,1999.0,0,0,0,60,1372,0,15913,,4374.0,-1,-1,-1,1999.0,22407,11071,Hyper Games,Aspyr
715520,Wall Street Junior,wall_street_junior,https://cdn.cloudflare.steamstatic.com/steam/apps/715520/header.jpg?t=1536819960,54,43.512,55,54,-1,-1.0,2018-09-12,399.0,399.0,0,0,0,24,1453,-1,15874,,28573.0,-1,-1,-1,899.0,20945,20945,WSJ Team,WSJ Team
268710,Zero Point,zero_point,https://cdn.cloudflare.steamstatic.com/steam/apps/268710/header.jpg?t=1447359749,52,47.3179,60,52,-1,-1.0,2014-10-28,0.0,0.0,0,0,0,20,579,0,-1,,27490.0,16,20,28,1499.0,32985,32985,Condition One,Condition One
337180,Velocity 2X,velocity_2x,https://cdn.cloudflare.steamstatic.com/steam/apps/337180/header.jpg?t=1468000936,50,66.6518,121,50,-1,0.617761,2015-08-19,1999.0,1999.0,0,0,0,48,2372,0,-1,85.1538,5738.0,-1,-1,-1,1999.0,3518,37,FuturLab,Sierra
448170,Last Dream: World Unknown,last_dream_world_unknown,https://cdn.cloudflare.steamstatic.com/steam/apps/448170/header.jpg?t=1598216431,50,70.8147,65,50,-1,0.690678,2017-06-01,999.0,999.0,0,0,0,56,602,0,-1,-1.0,10766.0,17,23,26,999.0,10497,10497,White Giant RPG Studios,White Giant RPG Studios
1196080,Space Simulation Toolkit,space_simulation_toolkit,https://cdn.cloudflare.steamstatic.com/steam/apps/1196080/header.jpg?t=1616530767,50,77.753,55,50,-1,0.797526,2020-06-05,1499.0,1499.0,0,0,0,12,551,1,12156,,,-1,-1,-1,999.0,28827,28827,Pavel Kudinov,Pavel Kudinov
404070,Lords of New York,lords_of_new_york,https://cdn.cloudflare.steamstatic.com/steam/apps/404070/header.jpg?t=1589668863,47,52.1963,47,15,-1,0.224357,2017-01-19,0.0,0.0,1,1,0,268,614,1,-1,,9328.0,-1,-1,-1,1999.0,33714,33714,"Lunchtime Studios, LLC","Lunchtime Studios, LLC"
712410,Cirque du Soleil,cirque_du_soleil,https://cdn.cloudflare.steamstatic.com/steam/apps/712410/header.jpg?t=1564588520,46,47.0165,46,4,-1,-1.0,2017-09-30,0.0,0.0,1,0,0,28,119,0,9008,,16632.0,-1,-1,-1,0.0,11689,11689,Felix & Paul Studios,Felix & Paul Studios
1727070,Surgical Robot Simulator,surgical_robot_simulator,https://cdn.cloudflare.steamstatic.com/steam/apps/1727070/header.jpg?t=1631982071,45,56.8417,45,-1,-1,0.395977,2021-09-18,0.0,0.0,1,0,0,6,449,-2,-1,,,-1,-1,-1,,51621,51622,Tornado Studio,Sooyan Software
384120,WonderCat Adventures,wondercat_adventures,https://cdn.cloudflare.steamstatic.com/steam/apps/384120/header.jpg?t=1507034228,41,65.6494,50,41,-1,0.598879,2015-09-11,299.0,299.0,0,0,0,24,-1,0,-1,,12898.0,-1,-1,-1,299.0,8692,8692,Obscure Cloud,Obscure Cloud
1080990,叙事曲2：星空下的诺言 / Ballade2: the Celestial Promise,2_ballade2_the_celestial_promise,https://cdn.cloudflare.steamstatic.com/steam/apps/1080990/header.jpg?t=1576656880,41,77.1806,79,41,-1,0.789259,2019-05-24,599.0,599.0,0,0,0,9,486,0,16358,,,-1,-1,-1,599.0,28087,28087,286studio,286studio
31230,Sam & Max 302: The Tomb of Sammun-Mak,sam_max_302_the_tomb_of_sammun_mak,https://cdn.cloudflare.steamstatic.com/steam/apps/31230/header.jpg?t=1613873784,40,76.9213,77,40,-1,0.785486,1970-01-01,0.0,0.0,0,0,1,46,108,-2,-1,,888.0,-1,-1,-1,1999.0,12577,13960,Telltale Games,Skunkape Games
31260,Sam & Max 305: The City That Dares Not Sleep,sam_max_305_the_city_that_dares_not_sleep,https://cdn.cloudflare.steamstatic.com/steam/apps/31260/header.jpg?t=1613875188,40,80.2865,74,40,-1,0.833133,1970-01-01,0.0,0.0,0,0,1,16,107,-2,-1,,885.0,-1,-1,-1,0.0,12577,13960,Telltale Games,Skunkape Games
1083500,PlanetSide 2 - Test,planetside_2_test,https://cdn.cloudflare.steamstatic.com/steam/apps/1083500/header.jpg?t=1623778069,37,68.8849,37,-1,-1,0.657881,2019-05-13,0.0,0.0,1,0,0,676,104,-2,-1,,67.0,-1,-1,-1,,24784,6059,Rogue Planet Games,Daybreak Game Company
1253580,My Dangerous Life,my_dangerous_life,https://cdn.cloudflare.steamstatic.com/steam/apps/1253580/header.jpg?t=1642846155,35,69.7994,42,35,-1,0.673621,2020-07-23,909.0,1299.0,0,0,0,11,687,0,10142,,29043.0,-1,-1,-1,1299.0,33790,8668,Hituzigumo,Giiku Games
31240,Sam & Max 303: They Stole Max's Brain!,sam_max_303_they_stole_maxs_brain,https://cdn.cloudflare.steamstatic.com/steam/apps/31240/header.jpg?t=1613874197,34,77.0564,68,34,-1,0.787453,1970-01-01,0.0,0.0,0,0,1,26,114,-2,-1,,886.0,-1,-1,-1,0.0,12577,13960,Telltale Games,Skunkape Games
31250,Sam & Max 304: Beyond the Alley of the Dolls,sam_max_304_beyond_the_alley_of_the_dolls,https://cdn.cloudflare.steamstatic.com/steam/apps/31250/header.jpg?t=1613874572,31,76.1172,56,31,-1,0.773666,1970-01-01,0.0,0.0,0,0,1,22,107,-2,-1,,887.0,-1,-1,-1,0.0,12577,13960,Telltale Games,Skunkape Games
244950,Where is my Heart?,where_is_my_heart,https://cdn.cloudflare.steamstatic.com/steam/apps/244950/header.jpg?t=1447358229,31,67.7597,168,31,74,0.637981,2014-05-29,799.0,799.0,0,0,0,24,-1,0,-1,,6301.0,-1,-1,-1,799.0,3514,2344,Schulenburg Software,Die Gute Fabrik
395140,Miracle Fly,miracle_fly,https://cdn.cloudflare.steamstatic.com/steam/apps/395140/header.jpg?t=1473746097,30,69.3297,91,30,-1,0.665584,2015-10-26,799.0,799.0,0,0,0,52,427,0,-1,,5954.0,-1,-1,-1,799.0,23610,23610,ElagoTech,ElagoTech
425410,Road to Ballhalla,road_to_ballhalla,https://cdn.cloudflare.steamstatic.com/steam/apps/425410/header.jpg?t=1618499099,30,75.7729,381,30,75,0.76855,2016-08-05,1499.0,1499.0,0,0,0,59,656,-2,-1,75.75,2197.0,-1,-1,-1,1499.0,8598,392,Torched Hill,tinyBuild
532980,Thaumistry: In Charm's Way,thaumistry_in_charms_way,https://cdn.cloudflare.steamstatic.com/steam/apps/532980/header.jpg?t=1572954767,29,82.0398,51,29,-1,0.856909,2017-10-07,399.0,399.0,0,0,0,10,234,0,-1,-1.0,25311.0,-1,-1,-1,1499.0,22746,22746,Bobbates LLC.,Bobbates LLC.
405480,Tomorrow,tomorrow,https://cdn.cloudflare.steamstatic.com/steam/apps/405480/header.jpg?t=1487580504,28,54.5508,28,12,-1,0.322949,2017-02-08,0.0,0.0,1,0,0,8,111,0,-1,,14282.0,-1,-1,-1,0.0,4478,4478,Future Lighthouse,Future Lighthouse
737880,RIFF VR,riff_vr,https://cdn.cloudflare.steamstatic.com/steam/apps/737880/header.jpg?t=1552335750,28,59.1016,32,28,-1,0.456718,2019-03-11,999.0,999.0,0,0,0,5,227,-1,13220,,,-1,-1,10,1999.0,20077,20077,"IMEX Media, Inc","IMEX Media, Inc"
317330,Defenders of Time,defenders_of_time,https://cdn.cloudflare.steamstatic.com/steam/apps/317330/header.jpg?t=1447363021,27,32.4095,44,27,55,-1.0,2014-11-04,0.0,0.0,0,0,0,14,433,0,-1,60.875,19523.0,-1,-1,-1,1999.0,8709,8709,Four Lights,Four Lights
308360,LogiGun,logigun,https://cdn.cloudflare.steamstatic.com/steam/apps/308360/header.jpg?t=1572493430,25,73.7494,60,25,-1,0.737762,2014-07-22,499.0,499.0,0,0,0,50,186,0,-1,,11384.0,-1,-1,-1,499.0,20143,20143,Alfred Lam,Alfred Lam
495600,Asteroid Fight,asteroid_fight,https://cdn.cloudflare.steamstatic.com/steam/apps/495600/header.jpg?t=1586532707,20,59.0012,20,2,-1,0.454193,2020-04-10,0.0,0.0,1,1,0,20,457,-1,-1,,,-1,-1,-1,0.0,26459,26459,Katta Games,Katta Games
1091720,叙事曲：难忘的回忆 / Ballade: with Memories,ballade_with_memories,https://cdn.cloudflare.steamstatic.com/steam/apps/1091720/header.jpg?t=1572653542,20,80.004,39,20,-1,0.829239,2019-10-15,599.0,599.0,0,0,0,4,274,0,15804,,,-1,-1,-1,599.0,28087,28087,286studio,286studio
684000,Wooden Ocean,wooden_ocean,https://cdn.cloudflare.steamstatic.com/steam/apps/684000/header.jpg?t=1591817193,19,73.4538,21,19,-1,0.733157,2020-06-10,1999.0,1999.0,0,0,0,3,154,-1,-1,,,-1,-1,-1,1199.0,21187,3644,Leif Ian Anderson,Self
547970,Celestial Breach,celestial_breach,https://cdn.cloudflare.steamstatic.com/steam/apps/547970/header.jpg?t=1507903608,18,53.2658,24,18,-1,0.273581,2017-10-13,999.0,999.0,0,0,0,6,575,-1,-1,,24791.0,-1,-1,-1,999.0,24353,24353,Dark Nebulae,Dark Nebulae
535000,EXIT,exit,https://cdn.cloudflare.steamstatic.com/steam/apps/535000/header.jpg?t=1515354570,16,71.5181,33,16,-1,0.70225,2016-12-16,199.0,799.0,0,0,0,13,221,0,16642,,19895.0,-1,-1,-1,1199.0,3436,3436,SIXNAILS,SIXNAILS
1384790,D100 Dungeon Computer Companion,d100_dungeon_computer_companion,https://cdn.cloudflare.steamstatic.com/steam/apps/1384790/header.jpg?t=1622133523,16,53.5863,16,16,-1,0.286692,2020-09-14,1299.0,1299.0,0,0,0,7,216,0,-1,,,-1,-1,-1,1299.0,"35549,35550",35553,"Steve Weinrich, Martin Knight","Dungeon Software US, LLC."
622540,The Frost,the_frost,https://cdn.cloudflare.steamstatic.com/steam/apps/622540/header.jpg?t=1494942697,15,33.021,25,15,-1,-1.0,2017-05-16,99.0,99.0,0,0,0,2,409,1,16707,,12523.0,-1,-1,-1,899.0,5779,5780,Tephra Company,Tephra
633970,Heroes Never Die,heroes_never_die,https://cdn.cloudflare.steamstatic.com/steam/apps/633970/header.jpg?t=1505847833,15,33.021,15,15,-1,-1.0,2017-07-06,1999.0,1999.0,0,0,0,3,-1,1,-1,,,-1,-1,-1,1999.0,20458,20458,FrostbiteGames,FrostbiteGames
823310,Alchemy Classic,alchemy_classic,https://cdn.cloudflare.steamstatic.com/steam/apps/823310/header.jpg?t=1540632374,13,43.675,18,13,-1,-1.0,2018-10-27,499.0,499.0,0,0,0,8,35,0,16375,,,-1,-1,-1,499.0,15092,15092,Niasoft,Niasoft
1560890,Morkredd Prøve (Demo),morkredd_prve_demo,https://cdn.cloudflare.steamstatic.com/steam/apps/1560890/header.jpg?t=1616691660,12,67.9324,12,-1,-1,0.641075,2021-03-25,0.0,0.0,1,0,0,7,100,-2,-1,,19271.0,-1,-1,-1,0.0,22407,11071,Hyper Games,Aspyr
1838400,Rise Of Enigmas,rise_of_enigmas,https://cdn.cloudflare.steamstatic.com/steam/apps/1838400/header.jpg?t=1644388602,12,67.9324,12,-1,-1,0.641075,2022-02-08,0.0,0.0,1,0,0,2,38,-2,-1,,,-1,-1,-1,,57987,57987,Amir Hammoutene,Amir Hammoutene
440770,Drawn Story,drawn_story,https://cdn.cloudflare.steamstatic.com/steam/apps/440770/header.jpg?t=1571222235,11,28.4531,15,11,-1,-1.0,2016-02-11,499.0,499.0,0,0,0,5,-1,1,-1,,31299.0,-1,-1,-1,499.0,23231,23231,Vitaly Rekubratskiy,Vitaly Rekubratskiy
792940,Sail and Sacrifice,sail_and_sacrifice,https://cdn.cloudflare.steamstatic.com/steam/apps/792940/header.jpg?t=1561442290,11,28.4531,20,11,-1,-1.0,2019-05-24,1999.0,1999.0,0,0,0,4,572,-1,-1,,33546.0,-1,-1,-1,1999.0,26557,26557,CAGE Studios,CAGE Studios
810330,Fast Food Rampage,fast_food_rampage,https://cdn.cloudflare.steamstatic.com/steam/apps/810330/header.jpg?t=1524777896,11,66.7587,11,11,-1,0.619741,2018-04-26,399.0,399.0,0,0,0,3,124,-2,14593,,,-1,-1,-1,399.0,9018,9018,Ancient Games DS,Ancient Games DS
1401750,Mission Z,mission_z,https://cdn.cloudflare.steamstatic.com/steam/apps/1401750/header.jpg?t=1641792760,11,61.9705,18,11,-1,0.523777,2021-02-05,1499.0,1499.0,0,0,0,4,460,0,-1,,,-1,-1,-1,1499.0,"43733,43757",43732,"Softwaves, New Games Waves",Softwaves Dist.
1604400,Out Bike the Tsunami™,out_bike_the_tsunami,https://cdn.cloudflare.steamstatic.com/steam/apps/1604400/header.jpg?t=1620024712,11,57.1823,11,-1,-1,0.405716,2021-05-02,0.0,0.0,1,0,0,2,18,-2,-1,,,-1,-1,-1,,45249,45249,WuGui Studio,WuGui Studio
1882280,Forgotten Realms: The Archives - Collection Two,forgotten_realms_the_archives_collection_two,https://cdn.cloudflare.steamstatic.com/steam/apps/1882280/header.jpg?t=1648567939,11,61.9705,11,11,-1,0.523777,2022-03-29,999.0,999.0,0,0,0,110,544,-2,407,,27945.0,-1,-1,-1,999.0,"50348,59436",39168,"Strategic Simulations, Stormfront Studios",SNEG
1904610,Dungeons & Dragons: Krynn Series,dungeons_dragons_krynn_series,https://cdn.cloudflare.steamstatic.com/steam/apps/1904610/header.jpg?t=1648566055,11,66.7587,11,11,-1,0.619741,2022-03-29,999.0,999.0,0,0,0,43,426,-2,443,,27954.0,-1,-1,-1,999.0,"50348,59437",39168,"Strategic Simulations, MicroMagic",SNEG
590440,Carlos III y la difusión de la antigüedad,carlos_iii_y_la_difusin_de_la_antigedad,https://cdn.cloudflare.steamstatic.com/steam/apps/590440/header.jpg?t=1489417545,10,65.4243,10,-1,-1,0.594555,2017-03-13,0.0,0.0,1,1,0,2,67,-2,-1,,15693.0,-1,-1,-1,0.0,4478,4478,Future Lighthouse,Future Lighthouse
